"시도","시군구","기관명","주소","위치","연락처","대상","아빠이용","경도","위도","데이터기준일자"
"부산","부산진구","부산교통공사전포역","부산 부산진구 전포대로 지하 181 (전포동, 전포역)","고객센터 내","051-678-6218","외부인","가능","129.0653617","35.15283807","2020-12-31"
"부산","부산진구","부산시민공원문화예술촌","부산 부산진구 시민공원로 73","문화예술촌 옆","051-810-6016","외부인","가능","129.0558558","35.16545076","2020-12-31"
"부산","부산진구","부산시민공원방문자센터","부산 부산진구 시민공원로 73 (범전동, 부산시민공원)","방문자센터 1층","051-850-6016","외부인","가능","129.0558558","35.16545076","2020-12-31"
"부산","부산진구","부산시민도서관","부산 부산진구 월드컵대로 462","꿈 책마을1층 유아실 내","051-810-8284","외부인","가능","129.0501408","35.18280723","2020-12-31"
"부산","부산진구","부산시설공단송상현광장","부산 부산진구 중앙대로 818","선큰 광장 1층","051-850-6081","외부인","가능","129.0627412","35.16419620","2020-12-31"
"부산","부산진구","부산어린이대공원","부산 부산진구 새싹로 295","관광안내소 옆","051-860-7818","외부인","가능","129.0466894","35.18250363","2020-12-31"
"부산","부산진구","부산어린이회관","부산 부산진구 성지곡로33번길 29-28 (초읍동, 부산광역시어린이회관)","1층 유아휴게실","051-810-8825","외부인","불가","129.0456973","35.18561299","2020-12-31"
"부산","부산진구","부산진구보건소","부산 부산진구 황령대로8번길 36","A동 1층 모유수유실","051-605-6033","외부인","가능","129.0597211","35.14611814","2020-12-31"
"부산","부산진구","부산진구육아종합지원센터","부산 부산진구 가야대로 575-18","2층 수유실","051-936-7011","외부인","가능","129.0348512","35.15547355","2020-12-31"
"부산","부산진구","부산진구청","부산 부산진구 시민공원로 30","2층 여직원휴게실","051-605-4106","외부/직원용","불가","129.0531876","35.16283294","2020-12-31"
"부산","부산진구","이마트트레이더스서면점","부산 부산진구 시민공원로 31","2층 계산대 맞은편","051-718-1115","외부인","가능","129.0525537","35.16390210","2020-12-31"
"부산","부산진구","홈플러스가야점","부산 부산진구 가야대로 506","4층 문화센터","051-890-8024","외부인","불가","129.0273170","35.15246399","2020-12-31"
"부산","부산진구","NC백화점서면점","부산 부산진구 동천로 92","3층 엘리베이터 옆","051-794-7085","외부인","가능","129.0630128","35.15703218","2020-12-31"
"부산","부산진구","국민건강보험공단부산진구지사","부산 부산진구 중앙대로 798","1층 여직원 휴게실 옆","051-605-2117","외부인","가능","129.0635817","35.16278708","2020-12-31"
"부산","부산진구","롯데마트부산점","부산 부산진구 신천대로 241","3층 유아휴게실","051-608-2570","외부인","가능","129.0493190","35.16330824","2020-12-31"
"부산","부산진구","롯데백화점부산본점","부산 부산진구 가야대로 772","6층 유아휴게실","051-810-2211","외부인","가능","129.0564133","35.15679253","2020-12-31"
"부산","부산진구","부산고용복지플러스센터","부산 부산진구 중앙대로 993","3층여자 휴게실 옆","051-860-2142","외부인","가능","129.0746271","35.17801310","2020-12-31"
"부산","부산진구","부산교육청","부산 부산진구 화지로 12","3층 보건실","051-860-0136","외부인","불가","129.0639412","35.17604338","2020-12-31"
"부산","부산진구","부산교통공사가야역","부산 부산진구 가야대로 지하 650 (가야동, 가야역)","고객센터 내","051-678-6221","외부인","가능","129.0428246","35.15587381","2020-12-31"
"부산","부산진구","부산교통공사개금역","부산 부산진구 가야대로 지하 442 (개금동, 개금역)","고객센터 내","051-678-6223","외부인","가능","129.0204124","35.15324354","2020-12-31"
"부산","부산진구","부산교통공사동의대역","부산 부산진구 가야대로 지하 554 (가야동, 동의대역)","고객센터 내","051-678-6222","외부인","가능","129.0327304","35.15353564","2020-12-31"
"부산","부산진구","부산교통공사범내골역","부산 부산진구 중앙대로 지하 612 (범천동, 범내골역)","고객센터 내","051-678-6118","외부인","가능","129.0600102","35.14726038","2020-12-31"
"부산","부산진구","부산교통공사부암역","부산 부산진구 가야대로 지하 719 (부전동, 지하철 부암역)","고객센터 내","051-678-6220","외부인","가능","129.0500584","35.15765009","2020-12-31"
"부산","부산진구","부산교통공사부전역","부산 부산진구 중앙대로 지하 786 (부전동, 부전역)","고객센터 내","051-678-6120","외부인","가능","129.0631645","35.16193442","2020-12-31"
"부산","부산진구","부산교통공사서면역","부산 부산진구 중앙대로 지하 730 (부전동, 서면역)","고객센터 내","051-678-6119","외부인","가능","129.0584440","35.15765814","2020-12-31"
"부산","부산진구","부산교통공사양정역","부산 부산진구 중앙대로 지하 930 (양정동, 양정역)","고객센터 옆","051-678-6121","외부인","가능","129.0712233","35.17296847","2020-12-31"
"부산","동래구","국민건강보험공단동래지사","부산 동래구 아시아드대로 141","2층 민원실우측","051-500-9115","직원+외부인","가능","129.0653123","35.19695253","2020-12-31"
"부산","동래구","동래구보건소","부산 동래구 명륜로187번길 56","1층 모자보건실 앞","051-550-6771","직원+외부인","가능","129.0798562","35.21140793","2020-12-31"
"부산","동래구","동래구육아종합지원센터","부산 동래구 시실로 129","1층 맘쓰허그 장난감 도서관 내","070-7039-9473","직원+외부인","가능","129.0956729","35.21150000","2020-12-31"
"부산","동래구","동래구육아종합지원센터","부산 동래구 반송로 164 (낙민동, 부산동래역행복주택)","1층 도서관내","070-7039-9471","직원+외부인","가능","129.0956729","35.21150000","2020-12-31"
"부산","동래구","동래읍성도서관","부산 동래구 동래로159번길 153","1층 유아자료실 안쪽","051-550-6901","직원+외부인","가능","129.0946818","35.20721840","2020-12-31"
"부산","동래구","롯데마트동래점","부산 동래구 중앙대로 1393","2층 토이저러스 옆","051-668-2516","직원+외부인","가능","129.0774768","35.21170859","2020-12-31"
"부산","동래구","롯데백화점동래점","부산 동래구 중앙대로 1393","6층","051-668-3640","직원+외부인","가능","129.0774768","35.21170859","2020-12-31"
"부산","동래구","메가마트동래점","부산 동래구 충렬대로 197","1층 화장실 옆","051-550-6021","직원+외부인","가능","129.0811380","35.20454596","2020-12-31"
"부산","동래구","부산교통공사낙민역","부산 동래구 충렬대로 지하 285 (낙민동, 도시철도 낙민역)","1층 대합실 안쪽","051-678-6404","직원+외부인","가능","129.0908318","35.20019536","2020-12-31"
"부산","동래구","부산교통공사동래역","부산 동래구 중앙대로 1324","고객센터 내","051-678-6125","직원+외부인","가능","129.0784835","35.20561527","2020-12-31"
"부산","동래구","부산교통공사명륜역","부산 동래구 중앙대로 1414","고객센터 내","051-678-6126","직원+외부인","가능","129.0797178","35.21257195","2020-12-31"
"부산","동래구","부산교통공사명장역","부산 동래구 반송로 지하 281 (명장동, 도시철도 명장역)","1층 대합실 안쪽","051-678-6406","직원+외부인","가능","129.1018279","35.20533270","2020-12-31"
"부산","동래구","부산교통공사미남역","부산 동래구 아시아드대로 지하 232 (온천동, 도시철도 미남역)","고객센터 내","051-678-6309","직원+외부인","가능","129.0681270","35.20559903","2020-12-31"
"부산","동래구","부산교통공사사직역","부산 동래구 아시아드대로 지하 153 (사직동, 도시철도사직역)","고객센터 내","051-678-6308","직원+외부인","가능","129.0650641","35.19896481","2020-12-31"
"부산","동래구","부산교통공사수안역","부산 동래구 충렬대로 지하 223 (수안동, 도시철도수안역)","1층 대합실 안쪽","051-678-6403","직원+외부인","가능","129.0839023","35.20183509","2020-12-31"
"부산","동래구","부산교통공사온천장역","부산 동래구 중앙대로 1520","고객센터 내","051-678-6127","직원+외부인","가능","129.0863777","35.22028221","2020-12-31"
"부산","동래구","부산교통공사충렬사역","부산 동래구 반송로 지하 205 (안락동, 도시철도충렬사역)","1층 대합실 안쪽","051-678-6405","직원+외부인","가능","129.0975347","35.19969303","2020-12-31"
"부산","동래구","사직야구장1F","부산 동래구 사직로 45","1층 1루측 1-5.6게이트 사이","051-590-9042","직원+외부인","불가","129.0598874","35.19440420","2020-12-31"
"부산","동래구","사직야구장2F","부산 동래구 사직로 45 (사직동, 사직야구장)","2층 3루측 메인출입구","051-590-9042","직원+외부인","불가","129.0598874","35.19440420","2020-12-31"
"부산","동래구","안락누리도서관","부산 동래구 명안로10번길 64","2층 유아자료실 안쪽","051-550-6911","직원+외부인","가능","129.1077326","35.19698604","2020-12-31"
"부산","동래구","코레일동해선동래역","부산 동래구 낙민로 27","1층 3번 출구옆","051-440-2242","직원+외부인","가능","129.0911447","35.19731712","2020-12-31"
"부산","동래구","코레일동해선안락역","부산 동래구 안연로98번길 57","1층 고객지원실 맞은편","051-440-2260","직원+외부인","가능","129.1005490","35.19602405","2020-12-31"
"부산","동래구","해양자연사박물관","부산 동래구 우장춘로 175","4층","051-550-8807","직원+외부인","가능","129.0756462","35.22195558","2020-12-31"
"부산","동래구","홈플러스동래점","부산 동래구 중앙대로 1523","지하2층 매장내 무빙워크옆","051-559-8125","직원+외부인","가능","129.0855783","35.22128992","2020-12-31"
"부산","동구","부산항국제여객터미널","부산 동구 충장대로 206","2층 대합실 내","051-400-1215","외부인","가능","129.0491505","35.11774411","2020-12-31"
"부산","동구","코레일부산역","부산 동구 중앙대로 206","2층 매표소와 역무실사이","051-440-2507","외부인","가능","129.0450567","35.11760826","2020-12-31"
"부산","동구","현대백화점부산점","부산 동구 범일로 125","7층 유아휴게실","051-667-0126","외부인","가능","129.0585722","35.14130573","2020-12-31"
"부산","동구","동구보건소","부산 동구 구청로 1","1층 모자보건실 옆","051-440-6524","외부인","가능","129.0452940","35.12929736","2020-12-31"
"부산","동구","부산교통공사범일역","부산 동구 범일로 지하 108 (범일동)","고객센터 내","051-678-6117","외부인","가능","129.0596695","35.13961052","2020-12-31"
"부산","동구","부산교통공사부산역","부산 동구 중앙대로 지하 200 (초량동)","고객센터 내","051-678-6113","외부인","가능","129.0460896","35.11760826","2020-12-31"
"부산","동구","부산교통공사부산진역","부산 동구 중앙대로 지하 350 (초량동, 부산진역)","고객센터 내","051-678-6115","외부인","가능","129.0473801","35.12683653","2020-12-31"
"부산","동구","부산교통공사좌천역","부산 동구 중앙대로 지하 446 (좌천동)","고객센터 내","051-678-6116","외부인","가능","129.0543118","35.13430302","2020-12-31"
"부산","동구","부산교통공사초량역","부산 동구 중앙대로 지하 264 (초량동, 초량역)","고객센터 내","051-678-6114","외부인","가능","129.0428076","35.12016960","2020-12-31"
"부산","동구","부산시민회관","부산 동구 자성로 133번길 16","2층 대강당 옆","051-630-5213","외부인","가능","129.0652231","35.13884966","2020-12-31"
"부산","동구","행복동구건강생활지원센터","부산 동구 안창로 90(범일동)","3층 아토피관리실 내","-","외부인","가능","129.0391600","35.14500000","2020-12-31"
"부산","동구","동구도서관","부산 동구 성북로36번길 54(범일동)","1층 어린이자료실 내","-","외부인","가능","129.0515000","35.13811000","2020-12-31"
"부산","동구","동구종합사회복지관","부산 동구 안창로 57(범일동)","4층 장난감도서관 내","-","외부인","가능","129.0424600","35.14581000","2020-12-31"
"부산","남구","남구도서관","부산 남구 수영로 267번길 61","1층 어린이 자료실 내","051-607-6576","외부인","가능","129.0945721","35.13769539","2020-12-31"
"부산","남구","남구보건소","부산 남구 못골로 23","1층 모자보건실 옆","051-607-6429","외부인","불가","129.0849490","35.13606939","2020-12-31"
"부산","남구","남구청","부산 남구 못골로 19","1층 오륙도 휴까페 내","051-607-4355","외부인","가능","129.0841098","35.13650057","2020-12-31"
"부산","남구","남부경찰서","부산 남구 황령대로 319번가길 81","1층 민원실 옆","051-610-8370","직원용","가능","129.0896520","35.15300936","2020-12-31"
"부산","남구","부산교통공사경성대부경대역","부산 남구 수영로 지하 324 (대연동, 경성대 부경대역)","고객센터 내","051-678-6212","외부인","가능","129.1015382","35.13756007","2020-12-31"
"부산","남구","부산교통공사국제금융센터부산은행역","부산 남구 전포대로 지하 97 (문현동, 국제금융센터.부산은행역)","고객센터 내","051-678-6217","외부인","가능","129.0667395","35.14573197","2020-12-31"
"부산","남구","부산교통공사대연역","부산 남구 수영로 지하 242 (대연동, 대연역)","고객센터 내","051-678-6213","외부인","가능","129.0922991","35.13511991","2020-12-31"
"부산","남구","부산교통공사못골역","부산 남구 수영로 지하 170 (대연동, 못골역)","고객센터 내","051-678-6214","외부인","가능","129.0852146","35.13458872","2020-12-31"
"부산","남구","부산교통공사문현역","부산 남구 전포대로 지하 17 (문현동, 문현역)","고객센터 내","051-678-6216","외부인","가능","129.0672008","35.13820126","2020-12-31"
"부산","남구","부산교통공사지게골역","부산 남구 수영로 지하 70 (문현동, 지게골역)","고객센터 내","051-678-6215","외부인","가능","129.0747543","35.13516882","2020-12-31"
"부산","남구","부산문화회관","부산 남구 유엔평화로 76번길 1","사랑채 공연장","-","외부인","불가","129.0934767","35.12718603","2020-12-31"
"부산","남구","이마트문현점","부산 남구 전포대로 91번길 47","2층 문화센터 내","051-609-1234","외부인","가능","129.0642407","35.14430272","2020-12-31"
"부산","남구","홈플러스감만점","부산 남구 우암로 124","마트 1층 모유수유실","051-609-8003","외부인","가능","129.0822116","35.12159947","2020-12-31"
"부산","남구","분포도서관","부산 남구 분포로 97","1층 어린이 자료실 내","051-607-6555","외부인","가능","129.1152231","35.13205343","2020-12-31"
"부산","남구","동명대학교","부산 남구 신선로 428","여직원 휴게실 내","051-629-0811","지원","가능","129.1013754","35.12468065","2020-12-31"
"부산","기장군","국립부산과학관1","부산 기장군 기장읍 동부산관광6로 59 (석산리, 국립부산과학관)","1층 새싹누리관 내","051-750-2388","외부인+직원","가능","129.2127032","35.20459614","2020-12-31"
"부산","기장군","국립부산과학관2","부산 기장군 기장읍 동부산관광6로 59","1층 후문쪽","051-750-2388","외부인+직원","가능","129.2127032","35.20459614","2020-12-31"
"부산","기장군","국립부산과학관3","부산 기장군 기장읍 동부산관광6로 59 (석산리, 국립부산과학관)","2층 로비","051-750-2388","외부인+직원","가능","129.2127032","35.20459614","2020-12-31"
"부산","기장군","기장군보건소","부산 기장군 기장읍 기장대로 560","1층 아가맘센터 내","051-709-4865","외부인+직원","가능","129.2229513","35.24347702","2020-12-31"
"부산","기장군","기장군육아종합지원센터","부산 기장군 정관읍 정관중앙로 110","1층 데스크 옆","051-991-0777","외부인+직원","가능","129.1822294","35.32632973","2020-12-31"
"부산","기장군","기장군청","부산 기장군 기장읍 기장대로 560","1층 일자리 경제과 앞","051-709-4162","외부인+직원","가능","129.2229513","35.24347702","2020-12-31"
"부산","기장군","기장도서관","부산 기장군 차성동로 126번길 13-5","책 놀이터관2층 가족도서방 앞","051-709-5321","외부인+직원","가능","129.2173088","35.24968128","2020-12-31"
"부산","기장군","대라다목적도서관","부산 기장군 기장읍 차성서로 86","1층 가족자료실 옆","051-709-3963","외부인+직원","가능","129.2105948","35.24079816","2020-12-31"
"부산","기장군","롯데프리미엄아울렛동부산점1","부산 기장군 기장읍 기장해안로 147 (당사리, 롯데몰 동부산점)","1층 구두매장 옆","051-901-1715","외부인+직원","가능","129.2127825","35.19221050","2020-12-31"
"부산","기장군","롯데프리미엄아울렛동부산점2","부산 기장군 기장읍 기장해안로 147 (당사리, 롯데몰 동부산점)","2층 키즈몰 옆","051-901-1715","외부인+직원","가능","129.2127825","35.19221050","2020-12-31"
"부산","기장군","롯데프리미엄아울렛동부산점3","부산 기장군 기장읍 기장해안로 147 (당사리, 롯데몰 동부산점)","3층 톡톡블록 옆","051-901-1715","외부인+직원","가능","129.2127825","35.19221050","2020-12-31"
"부산","기장군","롯데프리미엄아울렛동부산점4","부산 기장군 기장읍 기장해안로 147 (당사리, 롯데몰 동부산점)","3층 식당가 부산은행 옆","051-901-1715","외부인+직원","가능","129.2127825","35.19221050","2020-12-31"
"부산","기장군","메가마트기장점","부산 기장군 일광면 기장대로 673","1층 여자화장실 안쪽","051-728-7108","외부인+직원","불가","129.2218562","35.25469204","2020-12-31"
"부산","기장군","부산교통공사고촌역","부산 기장군 철마면 반송로 991","3층 대합실 내","051-678-6413","외부인+직원","가능","129.1604479","35.23597189","2020-12-31"
"부산","기장군","부산교통공사안평역","부산 기장군 철마면 반송로 1101","2층 대합실 내","051-678-6414","외부인+직원","가능","129.1720495","35.23750947","2020-12-31"
"부산","기장군","수산과학관","부산 기장군 기장읍 기장해안로 216","전시관뒤 바다풍경휴게실내","051-720-3067","외부인+직원","가능","129.2222856","35.19109630","2020-12-31"
"부산","기장군","신세계부산프리미엄아울렛","부산 기장군 장안읍 정관로 1133","2층 푸드코트 내","051-940-1912","외부인+직원","가능","129.2349491","35.32372898","2020-12-31"
"부산","기장군","장안휴게소부산방향","부산 기장군 장안읍 동해고속도로 25","중앙출입문 옆","051-727-3647","외부인+직원","가능","129.2464003","35.37752079","2020-12-31"
"부산","기장군","장안휴게소울산방향","부산 기장군 장안읍 동해고속도로 26","1층 본관 옆","051-727-3715","외부인+직원","가능","129.2483977","35.38287214","2020-12-31"
"부산","기장군","정관도서관","부산 기장군 정관읍 정관중앙로 100 (방곡리)","1층 어린이자료실 안","051-701-3916","외부인+직원","가능","129.1817303","35.32528904","2020-12-31"
"부산","기장군","정관박물관","부산 기장군 정관읍 정관중앙로 122 (방곡리)","3층 전시실 어린이체험실 내","051-720-6912","외부인+직원","가능","129.1853378","35.32679501","2020-12-31"
"부산","기장군","정관보건지소","부산 기장군 정관읍 용수로 4","1층 모자보건실 앞","051-709-2955","외부인+직원","가능","129.1802926","35.32550140","2020-12-31"
"부산","기장군","정관어린이도서관","부산 기장군 정관읍 8로 11","1층 시청각실 옆","051-706-5386","외부인+직원","가능","129.1767802","35.33280963","2020-12-31"
"부산","기장군","정관읍사무소","부산 기장군 정관읍 용수로 4 (용수리, 정관읍사무소)","1층민원실","051-709-5242","외부인+직원","가능","129.1802926","35.32550140","2020-12-31"
"부산","기장군","코레일동해선기장역","부산 기장군 기장읍 차성로288번길 86","2층 대합실 내","051-440-2277","외부인+직원","가능","129.2188031","35.24380736","2020-12-31"
"부산","기장군","코레일동해선오시리아역","부산 기장군 기장읍 동부산관광5로 14 (당사리, 오시리아역)","1층 대합실 내","051-440-2275","외부인+직원","가능","129.2082630","35.19621276","2020-12-31"
"부산","기장군","코레일동해선일광역","부산 기장군 일광면 일광로 111-10","1층 대합실 내","051-440-2279","외부인+직원","가능","129.2331153","35.26744910","2020-12-31"
"부산","기장군","홈플러스부산정관점","부산 기장군 정관읍 정관5로 50","1층 고객센터 옆","051-519-8220","외부인+직원","가능","129.1763857","35.32305178","2020-12-31"
"부산","기장군","내리새라도서관","기장군 기장읍 차성대로 51","3층 어린이자료실 옆","051-709-3967","외부인+직원","가능","129.2166515","35.22703660","2020-12-31"
"부산","기장군","고촌어울림도서관","기장군 철마면 고촌로 51","1층 휴게실 옆","051-709-5382","외부인+직원","가능","129.1686942","35.23873177","2020-12-31"
"부산","기장군","이케아 동부산점1","기장군 기장읍 동부산관광3로 17","1층 교환환불데스크 옆","-","외부인+직원","가능","129.2102724","35.19028869","2020-12-31"
"부산","기장군","이케아 동부산점2","기장군 기장읍 동부산관광3로 17","3층 레스토랑 옆","-","외부인+직원","가능","129.2102724","35.19028869","2020-12-31"
"부산","금정구","부산교통공사금사역","부산 금정구 반송로 465 (금사동, 금사 지하철 역)","게이트 안족","051-678-6408","외부인","가능","129.1150945","35.21577526","2020-12-31"
"부산","금정구","부산교통공사남산역","부산 금정구 중앙대로 2019-1","고객센터 내","051-678-6132","외부인","가능","129.0924959","35.26527792","2020-12-31"
"부산","금정구","부산교통공사노포역","부산 금정구 중앙대로 2238","고객센터 내","051-678-6134","외부인","가능","129.0954831","35.28468446","2020-12-31"
"부산","금정구","부산교통공사두실역","부산 금정구 중앙대로 1927-1","고객센터 내","051-678-6131","외부인","가능","129.0914159","35.25687785","2020-12-31"
"부산","금정구","부산교통공사범어사역","부산 금정구 중앙대로 2107","고객센터 내","051-678-6133","외부인","가능","129.0926786","35.27314525","2020-12-31"
"부산","금정구","부산교통공사부산대역","부산 금정구 장전온천천로 48","고객센터 내","051-678-6128","외부인","가능","129.0893474","35.22961181","2020-12-31"
"부산","금정구","부산교통공사서동역","부산 금정구 반송로 387 (서동, 서동지하철역)","게이트 안쪽","051-678-6407","외부인","가능","129.1074240","35.21306050","2020-12-31"
"부산","금정구","부산교통공사장전역","부산 금정구 장전온천천로 144","고객센터 내","051-678-6129","외부인","가능","129.0880909","35.23833946","2020-12-31"
"부산","금정구","부산대학교법학전문대학원","부산 금정구 부산대학로 63번길 2","2층 207호 수유실","051-510-1729","직원용","가능","129.0838238","35.23223941","2020-12-31"
"부산","금정구","부산종합버스터미널","부산 금정구 중앙대로 2238","1층 터미널 타는 곳 안쪽 수유실","051-508-9200","외부인","가능","129.0954831","35.28468446","2020-12-31"
"부산","금정구","부산지방공단스포원양호실","부산 금정구 체육공원로399번길 324","스포원파크 외부 양호실 겸 수유실","051-550-1411","외부인","가능","129.1070421","35.28912199","2020-12-31"
"부산","금정구","부산지방공단스포원키즈랜드","부산 금정구 체육공원로399번길 324","키즈랜드 유아방내","051-550-1424","외부인","가능","129.1070421","35.28912199","2020-12-31"
"부산","금정구","이마트금정점","부산 금정구 중앙대로1841번길 24","1층 스타벅스옆 매장입구왼쪽","051-606-1054","외부인","가능","129.0905977","35.24994464","2020-12-31"
"부산","금정구","NC백화점부산대점","부산 금정구 부산대학로63번길 2 (장전동, 부산대학교)","4층 유아휴게실 내","051-509-7000","외부인","가능","129.0838238","35.23223941","2020-12-31"
"부산","금정구","금정구보건소","부산 금정구 중앙대로 1777","1층 영상의학실 앞","051-519-5034","외부인","가능","129.0924585","35.24204980","2020-12-31"
"부산","금정구","금정도서관","부산 금정구 금정도서관로 33","1층 어린이자료실 내 유아실(수유실포함)","051-519-5626","외부인","가능","129.0961776","35.27260879","2020-12-31"
"부산","금정구","부산교통공사구서역","부산 금정구 금정로 233번길 46","고객센터 내","051-678-6130","외부인","가능","129.0912980","35.24727024","2020-12-31"
"부산","강서구","부산지방법원서부지원","부산 강서구 명지국제7로 77","1층 공용로비","051-812-1127","외부인","가능","128.9098271","35.09729175","2020-12-31"
"부산","강서구","스타필드시티 명지","부산 강서구 명지국제6로 168","3층 유아휴게실","-","외부인","가능","128.9181486","35.09310945","2020-12-31"
"부산","강서구","강서구청","부산 강서구 낙동북로 477","여성센터1층 장난감대여소 옆","051-970-4152","외부인","가능","128.9805896","35.21219970","2020-12-31"
"부산","강서구","강서도서관","부산 강서구 공항로811번길 10","1층 어린이자료실 內","051-970-4067","외부인","가능","128.9573882","35.18002552","2020-12-31"
"부산","강서구","강서보건소","부산 강서구 공항로811번길 10","1층모자보건실內","051-970-3421","외부인","가능","128.9573882","35.18002552","2020-12-31"
"부산","강서구","김해국제공항국내선","부산 강서구 공항진입로 108","국내선 2층일반대합실, 2층격리대합실, 국제선 3층일반대합실, 2층격리대합실","051-974-3974","외부인","가능","128.9457317","35.17271673","2020-12-31"
"부산","강서구","부산교도소","부산 강서구 대저중앙로 29번길 62","1층 여직원휴게실","051-718-1505","외부/직원용","불가","128.9499585","35.21983572","2020-12-31"
"부산","강서구","부산교통공사강서구청역","부산 강서구 낙동북로 485","고객센터 내","051-678-6315","외부인","가능","128.9819616","35.21121506","2020-12-31"
"부산","강서구","부산교통공사대저역","부산 강서구 낙동북로 295","고객센터 내","051-678-6317","외부인","가능","128.9610531","35.21335714","2020-12-31"
"부산","강서구","부산교통공사체육공원역","부산 강서구 낙동북로 371","고객센터 내","051-678-6316","외부인","가능","128.9694562","35.21250583","2020-12-31"
"부산","강서구","부산지방검찰청서부지청","부산 강서구 명지국제7로 67","9층 여직원휴게실內","051-520-4549","외부/직원용","불가","128.9085451","35.09740053","2020-12-31"
